geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
6436,15.9129,79.74,Madanapalle,Andhra Pradesh
6465,15.9129,79.74,Madanapalle,Andhra Pradesh
6470,15.9129,79.74,Madanapalle,Andhra Pradesh
6404,15.9129,79.74,Madanapalle,Andhra Pradesh
6440,15.9129,79.74,Madanapalle,Andhra Pradesh
6421,15.9129,79.74,Madanapalle,Andhra Pradesh
6416,15.9129,79.74,Madanapalle,Andhra Pradesh
6437,15.9129,79.74,Madanapalle,Andhra Pradesh
6473,15.9129,79.74,Madanapalle,Andhra Pradesh
6410,15.9129,79.74,Madanapalle,Andhra Pradesh
6474,15.9129,79.74,Madanapalle,Andhra Pradesh
6409,15.9129,79.74,Madanapalle,Andhra Pradesh
6444,15.9129,79.74,Madanapalle,Andhra Pradesh
6429,15.9129,79.74,Madanapalle,Andhra Pradesh
6411,15.9129,79.74,Madanapalle,Andhra Pradesh
6471,15.9129,79.74,Madanapalle,Andhra Pradesh
6435,15.9129,79.74,Madanapalle,Andhra Pradesh
6406,15.9129,79.74,Madanapalle,Andhra Pradesh
6408,15.9129,79.74,Madanapalle,Andhra Pradesh
6415,15.9129,79.74,Madanapalle,Andhra Pradesh
6485,15.9129,79.74,Madanapalle,Andhra Pradesh
6445,15.9129,79.74,Madanapalle,Andhra Pradesh
6434,15.9129,79.74,Madanapalle,Andhra Pradesh
6443,15.9129,79.74,Madanapalle,Andhra Pradesh
6463,15.9129,79.74,Madanapalle,Andhra Pradesh
6442,15.9129,79.74,Madanapalle,Andhra Pradesh
6419,15.9129,79.74,Madanapalle,Andhra Pradesh
6418,15.9129,79.74,Madanapalle,Andhra Pradesh
6475,15.9129,79.74,Madanapalle,Andhra Pradesh
6424,15.9129,79.74,Madanapalle,Andhra Pradesh
6480,15.9129,79.74,Madanapalle,Andhra Pradesh
6532,-23.43923477,-46.89947342,Khajoori Khas,Delhi
6542,-23.47954358,-46.86416261,Khajoori Khas,Delhi
6550,22.9734,78.6569,Morar Cantt.,Madhya Pradesh
6501,-23.44036801,-46.92494321,Khajoori Khas,Delhi
6540,-23.45999954,-46.87973366,Khajoori Khas,Delhi
6541,15.9129,79.74,Akkarampalle,Andhra Pradesh
6502,15.9129,79.74,Akkarampalle,Andhra Pradesh
6535,-23.42685192,-46.85164034,Khajoori Khas,Delhi
6543,-23.45958666,-46.81783649,Khajoori Khas,Delhi
6544,-23.46366995,-46.86787052,Khajoori Khas,Delhi
6513,-23.46673728,-46.90460433,Khajoori Khas,Delhi
6520,-23.47284317,-46.97813517,Khajoori Khas,Delhi
6519,-23.49413311,-46.97080924,Khajoori Khas,Delhi
6530,-23.41153708,-46.87870291,Khajoori Khas,Delhi
6515,-23.47612083,-46.89640352,Khajoori Khas,Delhi
6516,-23.47979261,-46.89058144,Khajoori Khas,Delhi
6537,15.9129,79.74,Akkarampalle,Andhra Pradesh
6503,-23.45808668,-46.93122454,Khajoori Khas,Delhi
6528,15.9129,79.74,Akkarampalle,Andhra Pradesh
6506,-23.41975396,-46.95925191,Khajoori Khas,Delhi
6539,-23.46774173,-46.87766498,Khajoori Khas,Delhi
6529,-23.40576223,-46.87360664,Khajoori Khas,Delhi
6523,-23.49447669,-47.0048492,Khajoori Khas,Delhi
6509,-23.4520015,-46.93878419,Khajoori Khas,Delhi
6526,-23.4252621,-46.92677819,Khajoori Khas,Delhi
6524,-23.47721254,-47.001109,Khajoori Khas,Delhi
6505,-23.40941976,-46.94343738,Khajoori Khas,Delhi
6531,-23.41524005,-46.88396382,Khajoori Khas,Delhi
6533,-23.42303512,-46.87495501,Khajoori Khas,Delhi
6525,-23.42233535,-46.89307826,Khajoori Khas,Delhi
6504,-23.4398378,-46.93389052,Khajoori Khas,Delhi
6514,-23.46956398,-46.90793347,Khajoori Khas,Delhi
6517,-23.47611023,-46.9339743,Khajoori Khas,Delhi
6534,-23.40674016,-46.8753181,Khajoori Khas,Delhi
6626,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6656,22.2587,71.1924,Halol,Gujarat
6624,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6636,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6653,22.2587,71.1924,Halol,Gujarat
6654,22.2587,71.1924,Halol,Gujarat
6680,22.2587,71.1924,Halol,Gujarat
6655,22.2587,71.1924,Halol,Gujarat
6622,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6663,22.2587,71.1924,Halol,Gujarat
6642,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6652,22.2587,71.1924,Halol,Gujarat
6620,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6600,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6665,22.2587,71.1924,Halol,Gujarat
6695,22.2587,71.1924,Halol,Gujarat
6608,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6685,22.2587,71.1924,Halol,Gujarat
6657,22.2587,71.1924,Halol,Gujarat
6660,22.2587,71.1924,Halol,Gujarat
6606,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6693,22.2587,71.1924,Halol,Gujarat
6604,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6616,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6612,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6670,22.2587,71.1924,Halol,Gujarat
6690,22.2587,71.1924,Halol,Gujarat
6694,22.2587,71.1924,Halol,Gujarat
6618,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6683,22.2587,71.1924,Halol,Gujarat
6696,22.2587,71.1924,Halol,Gujarat
6602,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6634,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6610,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6675,22.2587,71.1924,Halol,Gujarat
6650,22.2587,71.1924,Halol,Gujarat
6609,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6630,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6684,22.2587,71.1924,Halol,Gujarat
6631,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6633,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6673,22.2587,71.1924,Halol,Gujarat
6648,21.2787,81.8661,Ambagarh Chowki,Chhattisgarh
6716,15.9129,79.74,Naspur,Andhra Pradesh
6756,15.9129,79.74,Nizamabad,Andhra Pradesh
6755,15.9129,79.74,Nizamabad,Andhra Pradesh
6730,22.2587,71.1924,Adalaj,Gujarat
6763,15.9129,79.74,Nizamabad,Andhra Pradesh
6706,15.9129,79.74,Naspur,Andhra Pradesh
6705,15.9129,79.74,Naspur,Andhra Pradesh
6775,15.9129,79.74,Akkarampalle,Andhra Pradesh
6785,15.9129,79.74,Nizamabad,Andhra Pradesh
6700,15.9129,79.74,Naspur,Andhra Pradesh
6786,15.9129,79.74,Nizamabad,Andhra Pradesh
6765,15.9129,79.74,Nizamabad,Andhra Pradesh
6773,15.9129,79.74,Nizamabad,Andhra Pradesh
6719,15.9129,79.74,Naspur,Andhra Pradesh
6704,15.9129,79.74,Naspur,Andhra Pradesh
6754,15.9129,79.74,Nizamabad,Andhra Pradesh
6727,15.9129,79.74,Naspur,Andhra Pradesh
6712,15.9129,79.74,Naspur,Andhra Pradesh
6725,15.9129,79.74,Naspur,Andhra Pradesh
6783,15.9129,79.74,Nizamabad,Andhra Pradesh
6711,15.9129,79.74,Naspur,Andhra Pradesh
6764,15.9129,79.74,Nizamabad,Andhra Pradesh
6766,15.9129,79.74,Nizamabad,Andhra Pradesh
6713,15.9129,79.74,Naspur,Andhra Pradesh
6710,15.9129,79.74,Naspur,Andhra Pradesh
6770,15.9129,79.74,Nizamabad,Andhra Pradesh
6703,15.9129,79.74,Naspur,Andhra Pradesh
6717,15.9129,79.74,Naspur,Andhra Pradesh
6709,15.9129,79.74,Naspur,Andhra Pradesh
6794,15.9129,79.74,Akkarampalle,Andhra Pradesh
6708,15.9129,79.74,Naspur,Andhra Pradesh
6787,15.9129,79.74,Nizamabad,Andhra Pradesh
6780,15.9129,79.74,Nizamabad,Andhra Pradesh
6726,15.9129,79.74,Naspur,Andhra Pradesh
6767,15.9129,79.74,Nizamabad,Andhra Pradesh
6715,15.9129,79.74,Naspur,Andhra Pradesh
6784,15.9129,79.74,Akkarampalle,Andhra Pradesh
6790,15.9129,79.74,Nizamabad,Andhra Pradesh
6768,15.9129,79.74,Nizamabad,Andhra Pradesh
6707,15.9129,79.74,Naspur,Andhra Pradesh
6753,15.9129,79.74,Nizamabad,Andhra Pradesh
6702,15.9129,79.74,Naspur,Andhra Pradesh
6760,15.9129,79.74,Nizamabad,Andhra Pradesh
6774,15.9129,79.74,Nizamabad,Andhra Pradesh
6721,15.9129,79.74,Naspur,Andhra Pradesh
6714,15.9129,79.74,Naspur,Andhra Pradesh
6720,15.9129,79.74,Naspur,Andhra Pradesh
6722,15.9129,79.74,Naspur,Andhra Pradesh
6795,15.9129,79.74,Nizamabad,Andhra Pradesh
6757,15.9129,79.74,Nizamabad,Andhra Pradesh
6729,15.9129,79.74,Naspur,Andhra Pradesh
6728,15.9129,79.74,Naspur,Andhra Pradesh
6701,15.9129,79.74,Naspur,Andhra Pradesh
6723,15.9129,79.74,Naspur,Andhra Pradesh
6724,15.9129,79.74,Naspur,Andhra Pradesh
6793,15.9129,79.74,Nizamabad,Andhra Pradesh
6738,22.2587,71.1924,Adalaj,Gujarat
6814,21.2787,81.8661,Kharod,Chhattisgarh
6826,21.2787,81.8661,Kharod,Chhattisgarh
6865,22.2587,71.1924,Khambhalia,Gujarat
6843,15.9129,79.74,Kothavalasa,Andhra Pradesh
6833,21.2787,81.8661,Kharod,Chhattisgarh
6835,21.2787,81.8661,Kharod,Chhattisgarh
6850,22.2587,71.1924,Khambhalia,Gujarat
6815,21.2787,81.8661,Kharod,Chhattisgarh
6803,21.2787,81.8661,Kharod,Chhattisgarh
6852,22.2587,71.1924,Khambhalia,Gujarat
6846,21.2787,81.8661,Kharod,Chhattisgarh
6867,22.2587,71.1924,Khambhalia,Gujarat
6876,22.2587,71.1924,Khambhalia,Gujarat
6851,22.2587,71.1924,Khambhalia,Gujarat
6840,21.2787,81.8661,Kharod,Chhattisgarh
6813,21.2787,81.8661,Kharod,Chhattisgarh
6807,15.9129,79.74,Kothavalasa,Andhra Pradesh
6856,22.2587,71.1924,Khambhalia,Gujarat
6844,21.2787,81.8661,Kharod,Chhattisgarh
6820,21.2787,81.8661,Kharod,Chhattisgarh
6871,22.2587,71.1924,Khambhalia,Gujarat
6824,21.2787,81.8661,Kharod,Chhattisgarh
6817,21.2787,81.8661,Kharod,Chhattisgarh
6823,21.2787,81.8661,Kharod,Chhattisgarh
6890,15.9129,79.74,Akkarampalle,Andhra Pradesh
6804,21.2787,81.8661,Kharod,Chhattisgarh
6872,22.2587,71.1924,Khambhalia,Gujarat
6859,22.2587,71.1924,Khambhalia,Gujarat
6888,22.2587,71.1924,Khambhalia,Gujarat
6806,21.2787,81.8661,Kharod,Chhattisgarh
6816,21.2787,81.8661,Kharod,Chhattisgarh
6810,21.2787,81.8661,Kharod,Chhattisgarh
6863,22.2587,71.1924,Khambhalia,Gujarat
6853,22.2587,71.1924,Khambhalia,Gujarat
6864,22.2587,71.1924,Khambhalia,Gujarat
6855,22.2587,71.1924,Khambhalia,Gujarat
6857,22.2587,71.1924,Khambhalia,Gujarat
6885,22.2587,71.1924,Khambhalia,Gujarat
6805,21.2787,81.8661,Kharod,Chhattisgarh
6866,22.2587,71.1924,Khambhalia,Gujarat
6874,22.2587,71.1924,Khambhalia,Gujarat
6858,22.2587,71.1924,Khambhalia,Gujarat
6825,21.2787,81.8661,Kharod,Chhattisgarh
6845,21.2787,81.8661,Kharod,Chhattisgarh
6861,22.2587,71.1924,Khambhalia,Gujarat
6868,22.2587,71.1924,Khambhalia,Gujarat
6882,22.2587,71.1924,Khambhalia,Gujarat
6860,22.2587,71.1924,Khambhalia,Gujarat
6887,22.2587,71.1924,Khambhalia,Gujarat
6886,22.2587,71.1924,Khambhalia,Gujarat
6880,22.2587,71.1924,Khambhalia,Gujarat
6870,22.2587,71.1924,Khambhalia,Gujarat
6854,22.2587,71.1924,Khambhalia,Gujarat
6830,21.2787,81.8661,Kharod,Chhattisgarh
6869,22.2587,71.1924,Khambhalia,Gujarat
6873,22.2587,71.1924,Khambhalia,Gujarat
6877,22.2587,71.1924,Khambhalia,Gujarat
6881,22.2587,71.1924,Khambhalia,Gujarat
6818,21.2787,81.8661,Kharod,Chhattisgarh
6900,29.0588,76.0856,Jagadhri,Haryana
6950,-23.93140655,-47.07199584,Kulgam,Jammu & Kashmir
7041,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7084,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7082,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7012,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7061,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7023,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7062,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7020,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7024,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7044,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7021,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7092,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7040,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7074,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7031,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7064,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7097,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7091,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7043,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7073,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7096,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7095,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7032,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7010,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7072,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7053,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7080,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7070,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7063,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7094,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7083,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7054,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7090,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7050,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7060,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7042,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7077,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7025,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7011,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7030,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7093,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7033,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7051,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7085,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7081,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7075,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7022,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7013,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7071,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7076,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7052,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7034,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7056,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7055,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7087,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7133,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7131,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7178,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7130,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7144,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7142,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7182,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7114,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7197,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7112,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7191,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7173,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7175,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7123,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7141,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7151,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7174,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7155,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7113,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7152,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7171,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7111,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7177,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7140,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7170,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7132,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7124,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7135,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7180,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7193,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7195,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7161,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7196,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7153,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7160,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7176,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7172,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7190,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7179,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7110,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7115,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7192,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7121,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7194,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7181,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7150,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7120,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7145,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7159,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7184,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7122,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7134,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7162,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7183,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7143,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7156,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7154,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7241,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7230,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7252,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7273,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7240,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7244,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7243,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7231,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7251,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7260,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7272,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7242,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7215,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7262,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7221,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7223,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7210,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7232,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7270,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7263,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7261,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7224,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7222,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7220,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7250,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7271,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7283,15.9129,79.74,Bestavaripeta,Andhra Pradesh
7400,15.3173,75.7139,Talikota,Karnataka
7438,15.3173,75.7139,Talikota,Karnataka
7401,15.3173,75.7139,Talikota,Karnataka
7402,15.3173,75.7139,Talikota,Karnataka
7411,15.3173,75.7139,Talikota,Karnataka
7428,15.9129,79.74,Akkarampalle,Andhra Pradesh
7432,15.3173,75.7139,Talikota,Karnataka
7404,15.3173,75.7139,Talikota,Karnataka
7434,15.3173,75.7139,Talikota,Karnataka
7439,15.3173,75.7139,Talikota,Karnataka
7407,15.9129,79.74,Akkarampalle,Andhra Pradesh
7435,15.9129,79.74,Akkarampalle,Andhra Pradesh
7403,15.3173,75.7139,Talikota,Karnataka
7413,15.9129,79.74,Akkarampalle,Andhra Pradesh
7405,15.3173,75.7139,Talikota,Karnataka
7417,15.3173,75.7139,Talikota,Karnataka
7440,15.9129,79.74,Akkarampalle,Andhra Pradesh
7429,15.9129,79.74,Akkarampalle,Andhra Pradesh
7431,15.3173,75.7139,Talikota,Karnataka
7443,15.3173,75.7139,Talikota,Karnataka
7424,15.3173,75.7139,Talikota,Karnataka
7436,15.9129,79.74,Akkarampalle,Andhra Pradesh
7414,15.9129,79.74,Akkarampalle,Andhra Pradesh
7437,15.3173,75.7139,Talikota,Karnataka
7422,15.9129,79.74,Akkarampalle,Andhra Pradesh
7500,22.2587,71.1924,Mansa,Gujarat
7600,-23.32358162,-46.57151643,Bawana,Delhi
7776,22.2587,71.1924,Chanasma,Gujarat
7704,21.2787,81.8661,Kondagaon,Chhattisgarh
7756,22.2587,71.1924,Chanasma,Gujarat
7716,21.2787,81.8661,Kondagaon,Chhattisgarh
7700,21.2787,81.8661,Kondagaon,Chhattisgarh
7724,21.2787,81.8661,Kondagaon,Chhattisgarh
7714,21.2787,81.8661,Kondagaon,Chhattisgarh
7733,21.2787,81.8661,Kondagaon,Chhattisgarh
7713,21.2787,81.8661,Kondagaon,Chhattisgarh
7748,21.2787,81.8661,Kondagaon,Chhattisgarh
7786,22.2587,71.1924,Chanasma,Gujarat
7745,21.2787,81.8661,Kondagaon,Chhattisgarh
7703,21.2787,81.8661,Kondagaon,Chhattisgarh
7715,21.2787,81.8661,Kondagaon,Chhattisgarh
7793,22.2587,71.1924,Chanasma,Gujarat
7790,22.2587,71.1924,Chanasma,Gujarat
7792,22.2587,71.1924,Chanasma,Gujarat
7791,22.2587,71.1924,Chanasma,Gujarat
7781,22.2587,71.1924,Chanasma,Gujarat
7743,21.2787,81.8661,Kondagaon,Chhattisgarh
7794,22.2587,71.1924,Chanasma,Gujarat
7739,21.2787,81.8661,Kondagaon,Chhattisgarh
7740,21.2787,81.8661,Kondagaon,Chhattisgarh
7749,21.2787,81.8661,Kondagaon,Chhattisgarh
7718,21.2787,81.8661,Kondagaon,Chhattisgarh
7726,21.2787,81.8661,Kondagaon,Chhattisgarh
7750,22.2587,71.1924,Chanasma,Gujarat
7788,22.2587,71.1924,Chanasma,Gujarat
7787,22.2587,71.1924,Chanasma,Gujarat
7717,21.2787,81.8661,Kondagaon,Chhattisgarh
7744,21.2787,81.8661,Kondagaon,Chhattisgarh
7734,21.2787,81.8661,Kondagaon,Chhattisgarh
7712,21.2787,81.8661,Kondagaon,Chhattisgarh
7753,22.2587,71.1924,Chanasma,Gujarat
7727,21.2787,81.8661,Kondagaon,Chhattisgarh
7741,21.2787,81.8661,Kondagaon,Chhattisgarh
7770,22.2587,71.1924,Chanasma,Gujarat
7785,22.2587,71.1924,Chanasma,Gujarat
7760,15.9129,79.74,Akkarampalle,Andhra Pradesh
7705,15.9129,79.74,Akkarampalle,Andhra Pradesh
7747,21.2787,81.8661,Kondagaon,Chhattisgarh
7752,22.2587,71.1924,Chanasma,Gujarat
7767,22.2587,71.1924,Chanasma,Gujarat
7789,22.2587,71.1924,Chanasma,Gujarat
7768,22.2587,71.1924,Chanasma,Gujarat
7778,22.2587,71.1924,Chanasma,Gujarat
7764,22.2587,71.1924,Chanasma,Gujarat
7807,15.9129,79.74,Puttur,Andhra Pradesh
7862,15.9129,79.74,Puttur,Andhra Pradesh
7810,15.9129,79.74,Puttur,Andhra Pradesh
7830,15.9129,79.74,Puttur,Andhra Pradesh
7853,15.9129,79.74,Puttur,Andhra Pradesh
7861,15.9129,79.74,Puttur,Andhra Pradesh
7840,15.9129,79.74,Puttur,Andhra Pradesh
7809,15.9129,79.74,Puttur,Andhra Pradesh
7851,15.9129,79.74,Puttur,Andhra Pradesh
7803,15.9129,79.74,Puttur,Andhra Pradesh
7801,15.9129,79.74,Puttur,Andhra Pradesh
7860,15.9129,79.74,Puttur,Andhra Pradesh
7859,15.9129,79.74,Puttur,Andhra Pradesh
7808,15.9129,79.74,Puttur,Andhra Pradesh
7804,15.9129,79.74,Puttur,Andhra Pradesh
7802,15.9129,79.74,Puttur,Andhra Pradesh
7865,15.9129,79.74,Puttur,Andhra Pradesh
7832,15.9129,79.74,Puttur,Andhra Pradesh
7863,15.9129,79.74,Puttur,Andhra Pradesh
7850,15.9129,79.74,Puttur,Andhra Pradesh
7866,15.9129,79.74,Puttur,Andhra Pradesh
7847,15.9129,79.74,Puttur,Andhra Pradesh
7841,15.9129,79.74,Puttur,Andhra Pradesh
7855,15.9129,79.74,Puttur,Andhra Pradesh
7857,15.9129,79.74,Puttur,Andhra Pradesh
7852,15.9129,79.74,Puttur,Andhra Pradesh
7813,15.9129,79.74,Puttur,Andhra Pradesh
7856,15.9129,79.74,Puttur,Andhra Pradesh
7835,15.9129,79.74,Puttur,Andhra Pradesh
7858,15.9129,79.74,Puttur,Andhra Pradesh
7844,15.9129,79.74,Puttur,Andhra Pradesh
7836,15.9129,79.74,Puttur,Andhra Pradesh
7849,15.9129,79.74,Puttur,Andhra Pradesh
7845,15.9129,79.74,Puttur,Andhra Pradesh
7867,15.9129,79.74,Puttur,Andhra Pradesh
7854,15.9129,79.74,Puttur,Andhra Pradesh
7846,15.9129,79.74,Puttur,Andhra Pradesh
7842,15.9129,79.74,Puttur,Andhra Pradesh
7812,15.9129,79.74,Puttur,Andhra Pradesh
7868,15.9129,79.74,Puttur,Andhra Pradesh
7811,15.9129,79.74,Puttur,Andhra Pradesh
7908,22.2587,71.1924,Bavla,Gujarat
7995,22.2587,71.1924,Bavla,Gujarat
7930,22.2587,71.1924,Bavla,Gujarat
7903,22.2587,71.1924,Bavla,Gujarat
7902,22.2587,71.1924,Bavla,Gujarat
7996,22.2587,71.1924,Bavla,Gujarat
7916,22.2587,71.1924,Bavla,Gujarat
